Accessories Store,0.001210287443267776
Adult Boutique,0.000605143721633888
Afghan Restaurant,0.000302571860816944
African Restaurant,0.000907715582450832
American Restaurant,0.022995461422087745
Animal Shelter,0.000302571860816944
Antique Shop,0.000907715582450832
Arcade,0.000302571860816944
Arepa Restaurant,0.000907715582450832
Argentinian Restaurant,0.001210287443267776
Art Gallery,0.009077155824508321
Art Museum,0.0015128593040847202
Arts & Crafts Store,0.000907715582450832
Asian Restaurant,0.0045385779122541605
Athletics & Sports,0.001210287443267776
Auditorium,0.000302571860816944
Australian Restaurant,0.000907715582450832
Austrian Restaurant,0.000605143721633888
Auto Workshop,0.000302571860816944
BBQ Joint,0.001815431164901664
Baby Store,0.000302571860816944
Bagel Shop,0.0066565809379727685
Bakery,0.023600605143721635
Bank,0.001210287443267776
Bar,0.016338880484114977
Baseball Field,0.000605143721633888
Basketball Court,0.000605143721633888
Bed & Breakfast,0.000302571860816944
Beer Bar,0.0027231467473524964
Beer Garden,0.001210287443267776
Beer Store,0.0015128593040847202
Belgian Restaurant,0.000302571860816944
Bike Rental / Bike Share,0.000302571860816944
Bike Shop,0.000605143721633888
Bike Trail,0.000302571860816944
Bistro,0.000907715582450832
Board Shop,0.000302571860816944
Boat or Ferry,0.000605143721633888
Bookstore,0.008169440242057489
Boutique,0.008169440242057489
Boxing Gym,0.001210287443267776
Brazilian Restaurant,0.000605143721633888
Breakfast Spot,0.002118003025718608
Bridal Shop,0.000907715582450832
Bubble Tea Shop,0.004236006051437216
Building,0.001815431164901664
Burger Joint,0.009682299546142208
Burrito Place,0.000605143721633888
Bus Line,0.000302571860816944
Bus Station,0.000907715582450832
Business Service,0.000302571860816944
Butcher,0.000605143721633888
Cafeteria,0.000302571860816944
Café,0.021482602118003027
Cambodian Restaurant,0.000302571860816944
Camera Store,0.000605143721633888
Candy Store,0.0015128593040847202
Caribbean Restaurant,0.003630862329803328
Caucasian Restaurant,0.000302571860816944
Cheese Shop,0.001815431164901664
Chinese Restaurant,0.01422087745839637
Chocolate Shop,0.000907715582450832
Christmas Market,0.000302571860816944
Climbing Gym,0.000302571860816944
Clothing Store,0.010287443267776097
Club House,0.000302571860816944
Cocktail Bar,0.015431164901664145
Coffee Shop,0.039636913767019666
College Academic Building,0.000302571860816944
College Bookstore,0.000302571860816944
College Cafeteria,0.000302571860816944
College Theater,0.000605143721633888
Comedy Club,0.0015128593040847202
Community Center,0.000605143721633888
Concert Hall,0.002420574886535552
Convenience Store,0.000907715582450832
Cosmetics Shop,0.011497730711043872
Coworking Space,0.000302571860816944
Creperie,0.000907715582450832
Cuban Restaurant,0.0030257186081694403
Cultural Center,0.000302571860816944
Cupcake Shop,0.003630862329803328
Cycle Studio,0.005143721633888048
Czech Restaurant,0.000302571860816944
Dance Studio,0.002420574886535552
Daycare,0.000302571860816944
Deli / Bodega,0.011497730711043872
Department Store,0.002420574886535552
Design Studio,0.001210287443267776
Dessert Shop,0.007261724659606656
Dim Sum Restaurant,0.001210287443267776
Diner,0.006051437216338881
Discount Store,0.000605143721633888
Dive Bar,0.000605143721633888
Dog Run,0.005143721633888048
Donut Shop,0.0027231467473524964
Drugstore,0.000302571860816944
Dry Cleaner,0.000302571860816944
Dumpling Restaurant,0.001210287443267776
Duty-free Shop,0.000302571860816944
Eastern European Restaurant,0.000302571860816944
Electronics Store,0.002420574886535552
English Restaurant,0.000302571860816944
Ethiopian Restaurant,0.0015128593040847202
Event Space,0.001815431164901664
Exhibit,0.002118003025718608
Falafel Restaurant,0.002118003025718608
Farmers Market,0.002420574886535552
Fast Food Restaurant,0.000907715582450832
Filipino Restaurant,0.0015128593040847202
Fish Market,0.000605143721633888
Flea Market,0.000302571860816944
Flower Shop,0.001210287443267776
Food & Drink Shop,0.000907715582450832
Food Court,0.001210287443267776
Food Truck,0.005748865355521936
Fountain,0.000907715582450832
French Restaurant,0.017246596066565808
Fried Chicken Joint,0.0030257186081694403
Frozen Yogurt Shop,0.0015128593040847202
Furniture / Home Store,0.004841149773071104
Gaming Cafe,0.000302571860816944
Garden,0.0027231467473524964
Garden Center,0.000302571860816944
Gas Station,0.000302571860816944
Gastropub,0.0030257186081694403
Gay Bar,0.000907715582450832
General College & University,0.000302571860816944
General Entertainment,0.000907715582450832
German Restaurant,0.001210287443267776
Gift Shop,0.0045385779122541605
Gluten-free Restaurant,0.000302571860816944
Golf Course,0.000302571860816944
Gourmet Shop,0.005143721633888048
Greek Restaurant,0.005748865355521936
Grocery Store,0.009379727685325264
Gym,0.017246596066565808
Gym / Fitness Center,0.017246596066565808
Gym Pool,0.000302571860816944
Gymnastics Gym,0.000302571860816944
Harbor / Marina,0.000302571860816944
Hardware Store,0.000302571860816944
Hawaiian Restaurant,0.001210287443267776
Health & Beauty Service,0.0027231467473524964
Health Food Store,0.0015128593040847202
Heliport,0.000605143721633888
Herbs & Spices Store,0.000302571860816944
High School,0.000605143721633888
Historic Site,0.001815431164901664
History Museum,0.001815431164901664
Hobby Shop,0.000907715582450832
Hookah Bar,0.000302571860816944
Hostel,0.000302571860816944
Hot Dog Joint,0.000907715582450832
Hotel,0.017246596066565808
Hotel Bar,0.0033282904689863843
Hotpot Restaurant,0.000907715582450832
Ice Cream Shop,0.010892586989409985
Indian Restaurant,0.008774583963691377
Indie Movie Theater,0.002118003025718608
Indie Theater,0.001815431164901664
Irish Pub,0.000605143721633888
Israeli Restaurant,0.001210287443267776
Italian Restaurant,0.041452344931921334
Japanese Curry Restaurant,0.000907715582450832
Japanese Restaurant,0.013010590015128594
Jazz Club,0.0027231467473524964
Jewelry Store,0.001210287443267776
Jewish Restaurant,0.000907715582450832
Juice Bar,0.007866868381240545
Karaoke Bar,0.001815431164901664
Kids Store,0.000907715582450832
Korean Restaurant,0.0066565809379727685
Kosher Restaurant,0.000302571860816944
Latin American Restaurant,0.005446293494704993
Laundry Service,0.000302571860816944
Lebanese Restaurant,0.000605143721633888
Library,0.000605143721633888
Lingerie Store,0.0030257186081694403
Liquor Store,0.0030257186081694403
Lounge,0.003933434190620273
Malay Restaurant,0.001210287443267776
Market,0.002420574886535552
Martial Arts Dojo,0.001815431164901664
Massage Studio,0.001815431164901664
Medical Center,0.000302571860816944
Mediterranean Restaurant,0.007261724659606656
Memorial Site,0.000605143721633888
Men's Store,0.0027231467473524964
Mexican Restaurant,0.017549167927382755
Middle Eastern Restaurant,0.002118003025718608
Mini Golf,0.000302571860816944
Miscellaneous Shop,0.001210287443267776
Mobile Phone Shop,0.0015128593040847202
Modern European Restaurant,0.000302571860816944
Molecular Gastronomy Restaurant,0.000302571860816944
Monument / Landmark,0.002118003025718608
Moroccan Restaurant,0.000605143721633888
Movie Theater,0.001210287443267776
Museum,0.001815431164901664
Music School,0.000907715582450832
Music Store,0.000302571860816944
Music Venue,0.002118003025718608
Nail Salon,0.001815431164901664
New American Restaurant,0.007564296520423601
Newsstand,0.000302571860816944
Nightclub,0.001815431164901664
Non-Profit,0.000302571860816944
Noodle House,0.0030257186081694403
North Indian Restaurant,0.000302571860816944
Office,0.000302571860816944
Opera House,0.000907715582450832
Optical Shop,0.001815431164901664
Organic Grocery,0.000605143721633888
Other Nightlife,0.000302571860816944
Outdoor Sculpture,0.000302571860816944
Outdoors & Recreation,0.000302571860816944
Paella Restaurant,0.000605143721633888
Pakistani Restaurant,0.000302571860816944
Paper / Office Supplies Store,0.0015128593040847202
Park,0.018154311649016642
Performing Arts Venue,0.0027231467473524964
Persian Restaurant,0.000302571860816944
Peruvian Restaurant,0.0015128593040847202
Pet Café,0.000605143721633888
Pet Service,0.000302571860816944
Pet Store,0.003933434190620273
Pharmacy,0.002420574886535552
Piano Bar,0.000302571860816944
Pie Shop,0.000302571860816944
Pier,0.000302571860816944
Pilates Studio,0.002118003025718608
Pizza Place,0.021482602118003027
Playground,0.005143721633888048
Plaza,0.005143721633888048
Poke Place,0.000907715582450832
Pool,0.001210287443267776
Portuguese Restaurant,0.000302571860816944
Pub,0.005748865355521936
Public Art,0.000605143721633888
Ramen Restaurant,0.004236006051437216
Record Shop,0.000907715582450832
Recreation Center,0.000302571860816944
Rental Car Location,0.000907715582450832
Residential Building (Apartment / Condo),0.001210287443267776
Resort,0.000302571860816944
Rest Area,0.000302571860816944
Restaurant,0.007261724659606656
River,0.000302571860816944
Rock Climbing Spot,0.000302571860816944
Rock Club,0.0015128593040847202
Roof Deck,0.001815431164901664
Russian Restaurant,0.000302571860816944
Sake Bar,0.000605143721633888
Salad Place,0.004841149773071104
Salon / Barbershop,0.0066565809379727685
Sandwich Place,0.01422087745839637
Scandinavian Restaurant,0.000302571860816944
Scenic Lookout,0.0027231467473524964
School,0.0015128593040847202
Sculpture Garden,0.000605143721633888
Seafood Restaurant,0.012102874432677761
Shanghai Restaurant,0.000907715582450832
Shipping Store,0.000302571860816944
Shoe Store,0.004236006051437216
Shopping Mall,0.000907715582450832
Skate Park,0.000302571860816944
Skating Rink,0.000302571860816944
Smoke Shop,0.001815431164901664
Snack Place,0.0015128593040847202
Soba Restaurant,0.000302571860816944
Social Club,0.000302571860816944
Soup Place,0.000907715582450832
South Indian Restaurant,0.000302571860816944
Southern / Soul Food Restaurant,0.000907715582450832
Spa,0.014826021180030256
Spanish Restaurant,0.004236006051437216
Speakeasy,0.003933434190620273
Spiritual Center,0.000302571860816944
Sporting Goods Shop,0.005143721633888048
Sports Bar,0.0015128593040847202
Sports Club,0.000302571860816944
Stables,0.000302571860816944
Steakhouse,0.009077155824508321
Street Art,0.000907715582450832
Strip Club,0.000605143721633888
Supermarket,0.003933434190620273
Supplement Shop,0.001210287443267776
Sushi Restaurant,0.01422087745839637
Swiss Restaurant,0.000907715582450832
Szechuan Restaurant,0.001210287443267776
Taco Place,0.0027231467473524964
Tailor Shop,0.0015128593040847202
Taiwanese Restaurant,0.000605143721633888
Tapas Restaurant,0.0030257186081694403
Tattoo Parlor,0.000907715582450832
Tea Room,0.002420574886535552
Tech Startup,0.000302571860816944
Temple,0.000302571860816944
Tennis Court,0.001815431164901664
Tennis Stadium,0.000302571860816944
Thai Restaurant,0.007564296520423601
Theater,0.009984871406959153
Theme Park Ride / Attraction,0.000302571860816944
Thrift / Vintage Store,0.001210287443267776
Tibetan Restaurant,0.000302571860816944
Tiki Bar,0.000302571860816944
Tourist Information Center,0.000302571860816944
Toy / Game Store,0.0015128593040847202
Track,0.000302571860816944
Trail,0.001210287443267776
Tree,0.000302571860816944
Turkish Restaurant,0.0015128593040847202
Udon Restaurant,0.000605143721633888
Used Bookstore,0.000605143721633888
Vegetarian / Vegan Restaurant,0.007261724659606656
Venezuelan Restaurant,0.000302571860816944
Veterinarian,0.000302571860816944
Video Game Store,0.000605143721633888
Video Store,0.000302571860816944
Vietnamese Restaurant,0.005446293494704993
Volleyball Court,0.000302571860816944
Watch Shop,0.000605143721633888
Waterfront,0.000302571860816944
Weight Loss Center,0.000302571860816944
Whisky Bar,0.000907715582450832
Wine Bar,0.012708018154311648
Wine Shop,0.012405446293494705
Wings Joint,0.000907715582450832
Women's Store,0.0066565809379727685
Yoga Studio,0.011195158850226929
